Turbine_ID,Compressor_ID,Date,Fuel_Consumption_m3,CO2_Emissions_kg,NOx_Emissions_kg,SOx_Emissions_kg,Power_Output_MW,Operating_Hours,Load_Factor,Temperature_C,Pressure_Ratio,Fuel_Type,Location,Manufacturer
TURB-0399,COMP-0399,2024-02-03,1192.21,36747.77,4054.2,793.78,213.69,68970,0.55,1045.95,20.39,Hydrogen,Site C,Mitsubishi
TURB-0400,COMP-0400,2024-02-04,8408.44,34327.32,3896.41,1657.46,480.67,8776,0.98,298.9,17.72,Diesel,Site D,GE
TURB-0401,COMP-0401,2024-02-05,5774.03,34016.69,2881.86,1100.0,293.54,6814,0.75,832.62,9.32,Hydrogen,Site C,Siemens
TURB-0402,COMP-0402,2024-02-06,3999.24,19652.43,2334.39,1366.41,221.11,2186,0.86,277.58,2.83,Diesel,Site A,GE
TURB-0403,COMP-0403,2024-02-07,9309.0,12335.35,4640.6,737.47,480.78,40837,0.71,998.0,14.5,Natural Gas,Site D,Mitsubishi
TURB-0404,COMP-0404,2024-02-08,391.49,25631.21,661.06,220.17,258.17,48755,0.66,650.52,8.72,Diesel,Site A,GE
TURB-0405,COMP-0405,2024-02-09,9275.1,37994.96,2603.37,1745.71,304.89,51849,0.78,583.4,2.38,Natural Gas,Site D,GE
TURB-0406,COMP-0406,2024-02-10,8796.29,45000.65,1673.33,1829.09,261.06,74094,0.95,625.93,23.44,Hydrogen,Site C,Solar
TURB-0407,COMP-0407,2024-02-11,9869.79,36944.14,2282.3,1211.32,377.67,78232,0.82,77.98,2.61,Natural Gas,Site D,Mitsubishi
TURB-0408,COMP-0408,2024-02-12,4225.61,20362.18,3235.52,2162.75,172.84,31579,0.83,873.7,13.22,Diesel,Site C,Mitsubishi
TURB-0409,COMP-0409,2024-02-13,4660.82,47903.78,2931.95,800.3,84.52,79057,0.66,242.34,18.34,Natural Gas,Site B,Mitsubishi
TURB-0410,COMP-0410,2024-02-14,7082.54,43462.56,3596.23,1824.14,241.23,32530,0.62,207.56,13.74,Hydrogen,Site A,Mitsubishi
TURB-0411,COMP-0411,2024-02-15,1191.47,45338.52,189.78,1471.43,369.02,30214,0.81,396.2,24.62,Natural Gas,Site A,Solar
TURB-0412,COMP-0412,2024-02-16,2511.42,14896.3,2453.73,1102.06,238.66,34970,0.57,613.06,15.71,Diesel,Site D,Solar
TURB-0413,COMP-0413,2024-02-17,4475.8,49163.27,3488.89,569.48,109.15,20265,0.72,635.66,15.24,Natural Gas,Site D,GE
TURB-0414,COMP-0414,2024-02-18,7205.3,14215.59,3992.86,1668.96,83.36,87647,0.62,805.63,16.32,Hydrogen,Site D,GE
TURB-0415,COMP-0415,2024-02-19,5014.93,9007.82,658.6,442.11,485.8,65906,0.85,125.53,24.37,Diesel,Site B,Mitsubishi
TURB-0416,COMP-0416,2024-02-20,2372.72,11394.36,1653.4,1826.5,461.58,62106,0.77,439.32,9.16,Diesel,Site A,Solar
TURB-0417,COMP-0417,2024-02-21,2988.55,32805.27,2967.11,576.65,162.37,14063,0.55,331.25,21.16,Diesel,Site B,Mitsubishi
TURB-0418,COMP-0418,2024-02-22,7521.73,20632.41,1988.09,92.4,482.07,1638,0.78,513.4,3.52,Hydrogen,Site B,Siemens
TURB-0419,COMP-0419,2024-02-23,8078.47,8868.25,2011.84,792.46,313.64,13292,0.8,635.51,16.94,Hydrogen,Site C,Mitsubishi
TURB-0420,COMP-0420,2024-02-24,4418.05,37638.27,892.47,2167.14,160.98,31058,0.65,1026.83,15.03,Natural Gas,Site C,Mitsubishi
TURB-0421,COMP-0421,2024-02-25,2013.97,7851.66,1173.64,120.41,159.4,66581,0.67,1039.4,16.35,Diesel,Site D,Mitsubishi
TURB-0422,COMP-0422,2024-02-26,5791.38,4552.2,1476.49,202.86,451.02,47510,0.94,665.09,11.92,Diesel,Site C,Solar
TURB-0423,COMP-0423,2024-02-27,4061.12,43009.17,3615.67,1357.76,191.57,42864,0.56,953.85,18.07,Diesel,Site C,Mitsubishi
TURB-0424,COMP-0424,2024-02-28,6425.47,27545.37,2135.01,60.09,48.17,49454,0.98,514.4,17.11,Hydrogen,Site B,Mitsubishi
TURB-0425,COMP-0425,2024-02-29,8266.35,32259.7,1130.65,1614.66,372.45,45198,0.61,1186.15,21.54,Diesel,Site C,GE
TURB-0426,COMP-0426,2024-03-01,5327.65,49944.04,407.42,1579.7,82.12,6161,0.62,195.13,22.97,Natural Gas,Site A,Siemens
TURB-0427,COMP-0427,2024-03-02,9028.59,47844.95,2851.01,591.71,348.63,68668,0.7,214.55,6.36,Hydrogen,Site C,Mitsubishi
TURB-0428,COMP-0428,2024-03-03,3750.23,21338.24,1106.97,1115.82,349.34,82683,0.97,387.22,18.94,Diesel,Site A,Solar
TURB-0429,COMP-0429,2024-03-04,4859.91,25181.0,2990.37,1927.17,289.51,74405,0.95,169.77,14.3,Natural Gas,Site D,Mitsubishi
TURB-0430,COMP-0430,2024-03-05,5749.58,3934.04,2771.67,544.07,290.84,92555,0.87,56.36,8.44,Natural Gas,Site D,Mitsubishi
TURB-0431,COMP-0431,2024-03-06,7217.28,24929.88,1749.27,1527.67,181.62,65015,0.9,425.83,6.0,Diesel,Site A,GE
TURB-0432,COMP-0432,2024-03-07,5334.51,14732.35,1248.26,1125.59,211.35,52746,0.76,103.28,7.15,Hydrogen,Site B,Siemens
TURB-0433,COMP-0433,2024-03-08,8129.96,38088.24,2239.76,1015.94,69.3,46357,0.95,719.74,11.0,Hydrogen,Site B,GE
TURB-0434,COMP-0434,2024-03-09,6996.52,18755.55,1744.79,856.89,281.76,15400,0.56,1010.67,12.88,Hydrogen,Site C,GE
TURB-0435,COMP-0435,2024-03-10,3565.36,1670.05,1734.94,1384.31,410.09,92288,0.77,259.6,8.94,Hydrogen,Site C,Solar
TURB-0436,COMP-0436,2024-03-11,6435.25,35854.16,4716.19,665.54,24.82,88654,0.91,741.06,10.35,Diesel,Site A,Siemens
TURB-0437,COMP-0437,2024-03-12,3235.36,11054.97,2993.56,1609.83,357.34,83419,0.78,328.08,22.93,Hydrogen,Site C,Mitsubishi
TURB-0438,COMP-0438,2024-03-13,7194.09,14468.16,3335.53,329.92,75.78,49051,0.91,659.01,5.99,Diesel,Site A,Mitsubishi
TURB-0439,COMP-0439,2024-03-14,6569.23,4829.07,1048.95,2153.02,401.37,31164,0.58,664.72,2.54,Hydrogen,Site B,Siemens
TURB-0440,COMP-0440,2024-03-15,1855.51,39219.78,2061.28,1923.31,10.48,47980,0.52,109.25,18.95,Hydrogen,Site A,Solar
TURB-0441,COMP-0441,2024-03-16,7035.3,13032.42,1366.3,1068.65,47.63,30201,0.78,1119.39,9.41,Hydrogen,Site C,Solar
TURB-0442,COMP-0442,2024-03-17,1393.92,38377.7,4637.43,486.56,412.76,63117,0.85,254.31,7.52,Hydrogen,Site D,Solar
TURB-0443,COMP-0443,2024-03-18,1010.23,2195.56,2347.61,1017.82,142.02,50811,0.78,712.46,23.76,Hydrogen,Site A,GE
TURB-0444,COMP-0444,2024-03-19,6463.74,32592.03,4582.86,1701.79,447.93,98273,0.68,576.82,10.16,Diesel,Site B,GE
TURB-0445,COMP-0445,2024-03-20,3400.73,6903.67,2561.32,947.07,392.75,12983,0.86,974.91,11.35,Hydrogen,Site A,Siemens
TURB-0446,COMP-0446,2024-03-21,1691.28,21675.47,4877.42,251.82,324.24,87540,0.97,483.3,15.81,Natural Gas,Site C,Siemens
TURB-0447,COMP-0447,2024-03-22,9875.51,16178.41,3479.86,317.34,156.89,21041,0.78,889.01,10.76,Hydrogen,Site B,Siemens
TURB-0448,COMP-0448,2024-03-23,8712.3,39238.58,2948.89,1756.54,421.37,65413,0.59,940.47,20.91,Natural Gas,Site B,Solar
TURB-0449,COMP-0449,2024-03-24,1851.06,39862.98,3285.42,2149.16,104.94,88779,0.76,239.96,12.03,Natural Gas,Site C,Solar
TURB-0450,COMP-0450,2024-03-25,9441.72,42742.1,591.42,2081.67,447.01,32714,0.88,823.89,10.56,Natural Gas,Site C,Mitsubishi
TURB-0451,COMP-0451,2024-03-26,6099.82,1769.33,3165.59,1873.58,380.65,51282,0.6,552.24,14.95,Natural Gas,Site C,GE
TURB-0452,COMP-0452,2024-03-27,5246.96,42637.34,1582.68,1912.08,180.72,64172,0.72,1148.25,23.33,Diesel,Site C,Mitsubishi
TURB-0453,COMP-0453,2024-03-28,3632.69,12847.16,3897.25,2452.67,95.42,90612,0.83,1186.21,14.06,Natural Gas,Site A,Mitsubishi
TURB-0454,COMP-0454,2024-03-29,3281.68,41919.11,2069.85,432.17,226.49,34814,0.54,855.6,8.79,Diesel,Site B,Siemens
TURB-0455,COMP-0455,2024-03-30,1119.67,41980.59,4373.32,1386.05,74.22,66586,0.6,698.3,9.53,Natural Gas,Site A,Siemens
TURB-0456,COMP-0456,2024-03-31,1896.08,11932.2,1883.86,694.02,247.78,6290,0.86,415.2,6.14,Natural Gas,Site A,Mitsubishi
TURB-0457,COMP-0457,2024-04-01,2764.04,13052.69,1490.73,614.17,121.18,76378,0.66,352.05,16.24,Diesel,Site C,GE
TURB-0458,COMP-0458,2024-04-02,7388.72,8939.7,2574.87,1052.76,12.2,62066,0.55,601.04,2.18,Natural Gas,Site C,Solar
TURB-0459,COMP-0459,2024-04-03,9603.65,9754.38,2345.9,874.73,270.48,35421,0.87,665.6,17.65,Hydrogen,Site A,GE
TURB-0460,COMP-0460,2024-04-04,4708.75,47787.95,377.2,1652.82,156.96,23430,0.6,677.26,22.58,Diesel,Site A,Solar
TURB-0461,COMP-0461,2024-04-05,3773.39,19853.26,3865.13,1066.24,309.44,91975,0.55,979.85,16.81,Hydrogen,Site C,Mitsubishi
TURB-0462,COMP-0462,2024-04-06,8605.1,2950.18,2015.47,748.69,163.25,13235,0.81,1019.6,21.29,Natural Gas,Site D,Mitsubishi
TURB-0463,COMP-0463,2024-04-07,6839.42,17137.86,2348.71,255.22,345.37,8369,0.96,456.71,3.5,Hydrogen,Site D,Siemens
TURB-0464,COMP-0464,2024-04-08,2523.51,3384.54,3582.69,762.55,336.72,30204,0.74,638.07,18.76,Hydrogen,Site B,Solar
TURB-0465,COMP-0465,2024-04-09,5427.9,49094.55,336.66,1235.55,22.25,1801,0.61,921.0,19.32,Hydrogen,Site A,GE
TURB-0466,COMP-0466,2024-04-10,8846.4,33587.97,1332.98,1537.31,347.37,92636,0.79,1052.63,9.51,Hydrogen,Site B,Siemens
TURB-0467,COMP-0467,2024-04-11,6633.87,26104.78,1179.49,1616.31,99.65,57400,0.82,222.5,18.0,Hydrogen,Site B,Siemens
TURB-0468,COMP-0468,2024-04-12,3792.01,6515.53,2682.18,563.13,412.16,58692,0.97,909.05,11.68,Diesel,Site B,Siemens
TURB-0469,COMP-0469,2024-04-13,4339.41,14052.27,4291.03,1051.72,68.31,87529,0.98,1107.16,18.41,Diesel,Site D,Solar
TURB-0470,COMP-0470,2024-04-14,8996.16,38766.91,2438.85,1037.68,131.26,38372,0.67,338.56,17.89,Hydrogen,Site A,Mitsubishi
TURB-0471,COMP-0471,2024-04-15,7109.79,45194.64,1604.92,86.53,291.09,96762,0.87,612.25,8.59,Hydrogen,Site B,GE
TURB-0472,COMP-0472,2024-04-16,5149.47,41202.76,600.77,2216.13,215.6,62771,0.93,53.39,2.16,Hydrogen,Site C,GE
TURB-0473,COMP-0473,2024-04-17,6813.53,33763.49,113.19,1701.07,495.8,19270,0.82,995.78,19.81,Diesel,Site A,Siemens
TURB-0474,COMP-0474,2024-04-18,6885.68,27597.69,1485.56,1672.43,362.61,71581,0.93,1019.02,8.4,Hydrogen,Site D,Solar
TURB-0475,COMP-0475,2024-04-19,5716.62,23768.67,2375.32,1466.87,117.94,78215,0.76,1100.9,15.02,Hydrogen,Site B,Solar
TURB-0476,COMP-0476,2024-04-20,6312.78,8710.94,1848.07,1178.93,369.33,4558,0.8,889.79,16.19,Diesel,Site A,Mitsubishi
TURB-0477,COMP-0477,2024-04-21,3595.4,6794.5,2349.93,600.75,184.58,33995,0.55,439.8,22.3,Hydrogen,Site D,GE
TURB-0478,COMP-0478,2024-04-22,3561.68,40567.45,2254.75,1011.45,21.09,94036,0.69,258.0,2.18,Natural Gas,Site D,Siemens
TURB-0479,COMP-0479,2024-04-23,3457.66,39686.39,2305.83,482.15,148.01,13276,0.51,438.75,14.02,Hydrogen,Site C,Solar
TURB-0480,COMP-0480,2024-04-24,482.93,1874.44,3387.25,2047.87,471.1,15306,0.87,311.65,16.4,Hydrogen,Site A,Solar
TURB-0481,COMP-0481,2024-04-25,8298.92,26486.52,1922.35,566.86,72.77,32333,0.7,174.55,15.86,Hydrogen,Site C,Solar
TURB-0482,COMP-0482,2024-04-26,1659.05,8426.24,4117.78,729.29,290.46,85884,0.95,585.91,19.33,Diesel,Site A,Solar
TURB-0483,COMP-0483,2024-04-27,1032.52,38577.77,4024.81,81.14,489.0,43876,0.55,284.95,2.94,Hydrogen,Site A,Siemens
TURB-0484,COMP-0484,2024-04-28,4286.37,9999.53,1234.27,967.35,265.19,18647,0.51,124.87,6.89,Hydrogen,Site A,GE
TURB-0485,COMP-0485,2024-04-29,4845.53,26117.51,652.82,1789.02,171.77,46433,0.69,689.57,16.55,Hydrogen,Site C,Mitsubishi
TURB-0486,COMP-0486,2024-04-30,2705.42,33984.2,4533.84,486.75,303.29,57626,0.99,704.81,9.44,Natural Gas,Site A,Siemens
TURB-0487,COMP-0487,2024-05-01,9569.86,20131.05,939.56,1302.85,135.73,92324,0.99,634.16,7.6,Diesel,Site B,Mitsubishi
TURB-0488,COMP-0488,2024-05-02,1749.6,33891.16,3277.51,2349.89,390.05,77673,0.84,252.12,10.36,Hydrogen,Site A,GE
TURB-0489,COMP-0489,2024-05-03,5780.14,45790.03,4342.59,1124.35,432.71,12494,0.63,530.71,21.86,Natural Gas,Site A,Siemens
TURB-0490,COMP-0490,2024-05-04,6145.54,36268.35,125.21,1996.91,182.61,41813,0.74,858.35,6.49,Diesel,Site A,GE
TURB-0491,COMP-0491,2024-05-05,6589.06,16811.52,1405.07,2006.02,388.72,15499,0.99,878.31,20.31,Diesel,Site C,Solar
TURB-0492,COMP-0492,2024-05-06,7959.35,18254.01,1512.82,1648.01,419.29,19371,0.9,741.55,9.97,Diesel,Site B,Solar
TURB-0493,COMP-0493,2024-05-07,8663.94,17394.41,3481.2,946.88,209.91,27631,0.83,1007.89,17.23,Diesel,Site B,Siemens
TURB-0494,COMP-0494,2024-05-08,2987.57,24529.36,3262.64,1911.1,475.38,94772,0.96,759.84,4.9,Natural Gas,Site A,GE
TURB-0495,COMP-0495,2024-05-09,9861.66,5423.44,2810.07,2352.88,348.01,25153,0.85,118.02,5.43,Diesel,Site B,GE
TURB-0496,COMP-0496,2024-05-10,4197.85,1996.38,4572.97,716.74,233.75,90997,0.65,935.4,4.6,Natural Gas,Site B,Siemens
TURB-0497,COMP-0497,2024-05-11,7863.11,16191.61,4936.37,1278.86,309.15,41526,0.78,493.19,21.32,Diesel,Site A,Solar
TURB-0498,COMP-0498,2024-05-12,505.24,41038.93,432.8,1520.77,253.5,64143,0.63,303.91,17.96,Hydrogen,Site B,Mitsubishi
TURB-0499,COMP-0499,2024-05-13,7479.36,43556.5,4370.79,1506.24,90.84,88556,0.78,90.13,22.2,Hydrogen,Site D,Siemens
TURB-0500,COMP-0500,2024-05-14,8321.5,37655.01,1145.27,1070.97,236.52,16195,0.98,422.63,16.19,Natural Gas,Site C,GE
TURB-0501,COMP-0501,2024-05-15,1172.6,10036.48,855.32,1381.82,283.23,14133,0.75,753.03,16.6,Natural Gas,Site B,Mitsubishi
TURB-0502,COMP-0502,2024-05-16,3130.05,25192.59,3927.0,186.83,88.69,8948,0.75,1031.03,13.9,Hydrogen,Site A,Solar
TURB-0503,COMP-0503,2024-05-17,4532.66,25868.46,3201.9,207.84,446.93,29409,0.64,409.75,2.88,Hydrogen,Site A,Solar
TURB-0504,COMP-0504,2024-05-18,7663.01,10392.12,393.05,2332.83,302.37,68567,0.61,633.61,2.33,Diesel,Site B,Solar
TURB-0505,COMP-0505,2024-05-19,5343.51,18963.03,1154.93,1400.21,237.29,54237,0.55,230.26,13.1,Natural Gas,Site A,Siemens
TURB-0506,COMP-0506,2024-05-20,6350.9,15427.8,3588.78,528.28,394.39,15139,0.83,568.22,13.17,Natural Gas,Site C,GE
TURB-0507,COMP-0507,2024-05-21,3750.04,13399.66,152.43,698.0,385.47,79615,0.78,376.57,6.76,Hydrogen,Site B,Solar
TURB-0508,COMP-0508,2024-05-22,8711.19,20904.42,1496.44,1774.62,199.6,37349,0.76,217.81,15.32,Natural Gas,Site C,Solar
TURB-0509,COMP-0509,2024-05-23,3727.9,16590.37,2311.23,1745.54,228.91,13135,0.97,613.66,22.64,Hydrogen,Site D,Mitsubishi
TURB-0510,COMP-0510,2024-05-24,4795.62,46496.29,4571.75,1662.42,240.07,70018,0.82,1143.96,19.9,Hydrogen,Site D,Solar
TURB-0511,COMP-0511,2024-05-25,4476.85,31861.95,4266.83,662.36,82.87,50263,0.68,752.6,14.82,Hydrogen,Site B,Solar
TURB-0512,COMP-0512,2024-05-26,7877.45,29474.73,1162.86,2092.12,365.23,3790,0.63,875.6,7.67,Diesel,Site B,GE
TURB-0513,COMP-0513,2024-05-27,8228.07,21473.51,1599.81,208.95,96.82,11454,0.74,303.77,7.12,Hydrogen,Site A,GE
TURB-0514,COMP-0514,2024-05-28,9067.92,23284.2,2640.09,1083.54,45.42,48384,0.66,542.14,21.05,Natural Gas,Site A,GE
TURB-0515,COMP-0515,2024-05-29,2376.0,23081.51,2237.48,1920.86,339.06,76081,0.67,1054.36,10.15,Hydrogen,Site A,Mitsubishi
TURB-0516,COMP-0516,2024-05-30,9119.17,1858.5,3869.52,633.74,50.33,2293,0.85,545.63,15.93,Diesel,Site A,Mitsubishi
TURB-0517,COMP-0517,2024-05-31,2968.93,47940.07,4761.11,639.09,434.74,49872,0.65,404.45,22.31,Diesel,Site B,GE
TURB-0518,COMP-0518,2024-06-01,8792.53,36087.31,3145.61,53.29,172.28,40679,0.51,231.97,10.16,Natural Gas,Site C,GE
TURB-0519,COMP-0519,2024-06-02,8585.54,27818.13,649.49,1260.99,124.04,2345,0.68,719.18,18.02,Diesel,Site C,Solar
TURB-0520,COMP-0520,2024-06-03,4602.05,12588.84,2263.99,2300.6,219.58,61541,0.97,131.51,20.34,Diesel,Site C,Mitsubishi
TURB-0521,COMP-0521,2024-06-04,8004.47,1212.18,2781.1,1306.06,246.65,35978,0.83,266.02,5.01,Diesel,Site C,Siemens
TURB-0522,COMP-0522,2024-06-05,7458.52,14639.11,4780.34,2337.19,79.62,16016,0.76,282.55,3.32,Natural Gas,Site A,Siemens
TURB-0523,COMP-0523,2024-06-06,545.4,39330.38,1791.08,577.81,446.89,81841,0.72,93.84,20.88,Natural Gas,Site A,Mitsubishi
TURB-0524,COMP-0524,2024-06-07,359.41,48590.68,3380.75,1017.39,97.01,29830,0.92,157.75,22.7,Natural Gas,Site A,Mitsubishi
TURB-0525,COMP-0525,2024-06-08,969.91,38235.27,155.25,2479.4,260.17,59026,0.56,537.46,10.98,Diesel,Site B,Siemens
TURB-0526,COMP-0526,2024-06-09,9487.81,22148.42,2239.83,2008.85,304.51,7164,0.65,58.83,12.95,Hydrogen,Site D,GE
TURB-0527,COMP-0527,2024-06-10,7157.58,42530.19,298.36,1460.29,328.9,44674,0.78,582.21,18.8,Natural Gas,Site B,Mitsubishi
TURB-0528,COMP-0528,2024-06-11,4203.11,49800.72,1261.41,263.34,259.54,15315,0.83,1164.49,6.05,Diesel,Site C,Mitsubishi
TURB-0529,COMP-0529,2024-06-12,2286.11,16092.96,2399.53,369.66,137.49,59925,0.66,573.53,1.84,Hydrogen,Site A,Mitsubishi
TURB-0530,COMP-0530,2024-06-13,9483.2,21078.08,2948.6,1128.62,44.59,49925,0.9,982.59,21.56,Hydrogen,Site C,Siemens
TURB-0531,COMP-0531,2024-06-14,2518.75,22154.28,4395.67,2046.58,472.3,6674,0.66,53.13,16.92,Natural Gas,Site A,Solar
TURB-0532,COMP-0532,2024-06-15,5482.89,19793.37,1005.54,1866.39,401.52,54436,0.52,904.83,17.51,Hydrogen,Site A,Solar
TURB-0533,COMP-0533,2024-06-16,2507.42,32544.48,1612.28,2143.62,145.27,62964,0.75,578.53,15.09,Hydrogen,Site A,Mitsubishi
TURB-0534,COMP-0534,2024-06-17,7295.02,43719.28,2830.36,1042.81,59.94,18151,1.0,386.43,14.68,Diesel,Site A,Mitsubishi
TURB-0535,COMP-0535,2024-06-18,1807.77,43432.48,1142.05,1464.8,488.83,57758,0.67,54.35,24.4,Diesel,Site B,Siemens
TURB-0536,COMP-0536,2024-06-19,5994.82,6061.08,4546.85,804.59,439.9,48648,0.66,725.25,16.31,Diesel,Site C,Siemens
TURB-0537,COMP-0537,2024-06-20,6531.32,2439.05,4382.28,1368.42,309.07,5740,0.74,942.86,4.78,Diesel,Site B,Siemens
TURB-0538,COMP-0538,2024-06-21,9643.18,22352.03,4445.66,1559.96,263.36,42016,0.59,245.46,7.79,Hydrogen,Site A,GE
TURB-0539,COMP-0539,2024-06-22,6068.81,8028.01,3629.39,1314.25,150.64,71494,0.8,954.72,8.02,Hydrogen,Site D,GE
TURB-0540,COMP-0540,2024-06-23,4901.95,4423.89,4981.62,535.29,182.01,23447,0.71,1050.76,6.41,Hydrogen,Site B,Mitsubishi
TURB-0541,COMP-0541,2024-06-24,3988.13,6276.51,4148.37,881.49,434.61,88125,0.7,917.4,21.81,Hydrogen,Site A,Siemens
TURB-0542,COMP-0542,2024-06-25,1147.58,32107.84,2530.34,1591.83,293.67,63951,0.85,981.69,13.74,Hydrogen,Site C,GE
TURB-0543,COMP-0543,2024-06-26,7247.55,18169.78,3719.91,1456.05,449.35,1740,0.59,815.34,12.74,Natural Gas,Site A,Solar
TURB-0544,COMP-0544,2024-06-27,2547.12,31940.5,569.7,1148.65,434.83,86800,1.0,959.0,24.69,Hydrogen,Site C,GE
TURB-0545,COMP-0545,2024-06-28,3194.87,3268.48,4598.45,202.69,216.36,14471,0.77,1046.91,2.45,Hydrogen,Site C,GE
TURB-0546,COMP-0546,2024-06-29,217.34,46709.8,4922.43,1161.64,80.96,53111,0.59,654.86,12.07,Hydrogen,Site C,Mitsubishi
TURB-0547,COMP-0547,2024-06-30,6624.25,48381.26,4299.34,1437.92,472.22,19435,0.54,1006.43,6.53,Diesel,Site D,Mitsubishi
TURB-0548,COMP-0548,2024-07-01,7612.73,46783.46,274.41,586.04,403.99,8340,0.88,958.44,11.54,Natural Gas,Site B,GE
TURB-0549,COMP-0549,2024-07-02,1034.14,12620.31,909.52,85.3,189.21,51440,0.62,273.83,5.31,Hydrogen,Site C,GE
TURB-0550,COMP-0550,2024-07-03,1456.61,43143.87,616.96,1304.74,443.97,41284,0.87,380.36,4.88,Diesel,Site C,GE
TURB-0551,COMP-0551,2024-07-04,8247.34,20022.89,2185.69,979.09,188.12,36298,0.86,1058.87,7.78,Hydrogen,Site A,Mitsubishi
TURB-0552,COMP-0552,2024-07-05,7373.8,35211.09,286.8,1740.15,327.98,31642,1.0,505.76,4.44,Hydrogen,Site B,GE
TURB-0553,COMP-0553,2024-07-06,1325.29,10252.15,4722.41,358.21,163.74,79234,0.54,1196.78,23.78,Hydrogen,Site B,Siemens
TURB-0554,COMP-0554,2024-07-07,4284.95,21645.16,2966.74,1377.37,454.79,19091,0.78,808.9,4.45,Natural Gas,Site A,GE
TURB-0555,COMP-0555,2024-07-08,3186.39,44835.72,2880.89,2253.98,28.69,28758,0.85,103.51,12.45,Natural Gas,Site D,Siemens
TURB-0556,COMP-0556,2024-07-09,1722.4,23422.34,2285.44,2317.34,343.02,9431,0.6,494.73,19.82,Diesel,Site B,GE
TURB-0557,COMP-0557,2024-07-10,4439.77,46593.83,1755.51,2204.91,103.99,18343,0.89,960.46,21.35,Diesel,Site D,Siemens
TURB-0558,COMP-0558,2024-07-11,8534.41,18500.51,2473.02,2014.64,56.67,56825,0.76,474.48,24.08,Hydrogen,Site C,Solar
TURB-0559,COMP-0559,2024-07-12,8181.08,30147.39,2635.9,2348.15,294.84,61234,0.69,482.88,14.57,Diesel,Site A,Siemens
TURB-0560,COMP-0560,2024-07-13,5902.52,22652.9,3509.32,2423.69,368.61,4802,0.68,445.77,8.83,Hydrogen,Site A,GE
TURB-0561,COMP-0561,2024-07-14,5640.81,7340.82,909.73,746.85,495.75,37828,0.68,428.74,16.5,Diesel,Site A,Siemens
TURB-0562,COMP-0562,2024-07-15,6580.99,24492.13,2918.62,1244.95,70.61,63538,0.89,273.07,15.46,Natural Gas,Site C,Siemens
TURB-0563,COMP-0563,2024-07-16,9755.67,18643.28,2937.74,1788.54,122.92,73513,0.98,267.88,15.37,Hydrogen,Site A,Mitsubishi
TURB-0564,COMP-0564,2024-07-17,8250.71,10632.84,1898.25,1294.75,490.08,27290,0.83,963.18,9.87,Diesel,Site D,GE
TURB-0565,COMP-0565,2024-07-18,2211.61,21758.8,4825.02,2273.44,122.02,13130,0.61,757.87,22.14,Natural Gas,Site C,Solar
TURB-0566,COMP-0566,2024-07-19,4721.53,14884.85,3751.0,2437.75,314.33,84329,0.56,364.3,14.54,Hydrogen,Site D,Siemens
TURB-0567,COMP-0567,2024-07-20,7490.16,13618.16,3582.76,1265.59,337.2,81629,0.54,950.1,15.7,Natural Gas,Site C,Siemens
TURB-0568,COMP-0568,2024-07-21,8496.67,43083.43,4378.32,860.32,406.52,3702,0.78,734.95,11.67,Hydrogen,Site D,Siemens
TURB-0569,COMP-0569,2024-07-22,936.96,38575.37,1760.66,1047.32,188.56,82769,0.94,598.54,6.96,Diesel,Site A,GE
TURB-0570,COMP-0570,2024-07-23,6969.33,34167.35,1142.08,1712.54,73.9,37189,0.71,761.1,6.77,Diesel,Site B,Siemens
TURB-0571,COMP-0571,2024-07-24,1613.48,18867.26,2247.6,1829.31,33.24,71089,0.58,399.75,16.34,Diesel,Site A,GE
TURB-0572,COMP-0572,2024-07-25,1149.19,12328.64,3027.98,976.26,53.37,54850,0.72,902.34,1.81,Natural Gas,Site D,Mitsubishi
TURB-0573,COMP-0573,2024-07-26,8450.91,31932.27,2832.24,2123.63,284.21,6125,0.9,321.64,23.42,Natural Gas,Site D,Mitsubishi
TURB-0574,COMP-0574,2024-07-27,7887.49,14663.58,1179.99,358.73,188.31,43926,0.89,690.24,11.75,Diesel,Site D,Siemens
TURB-0575,COMP-0575,2024-07-28,7491.25,37744.01,1416.6,108.3,414.34,95484,0.7,1020.72,21.7,Natural Gas,Site A,GE
TURB-0576,COMP-0576,2024-07-29,339.56,24614.99,4636.11,2450.41,208.95,28651,0.74,651.14,11.64,Hydrogen,Site B,GE
TURB-0577,COMP-0577,2024-07-30,2642.91,45606.24,497.4,2304.75,264.99,7346,0.82,633.47,4.25,Diesel,Site B,Solar
TURB-0578,COMP-0578,2024-07-31,4367.99,44963.5,2569.85,799.12,475.66,19708,0.76,795.06,3.99,Hydrogen,Site C,Siemens
TURB-0579,COMP-0579,2024-08-01,8812.45,22720.29,2425.87,2392.2,270.74,98384,0.62,411.01,1.54,Hydrogen,Site B,Solar
TURB-0580,COMP-0580,2024-08-02,5279.37,47757.64,1978.52,816.61,400.31,95084,0.89,1187.47,8.31,Diesel,Site B,Solar
TURB-0581,COMP-0581,2024-08-03,5036.52,33377.07,3939.68,1206.52,383.78,55358,0.72,856.57,11.66,Diesel,Site B,GE
TURB-0582,COMP-0582,2024-08-04,145.69,30648.85,4620.65,1344.52,135.18,71880,0.67,436.23,2.06,Hydrogen,Site A,Solar
TURB-0583,COMP-0583,2024-08-05,8314.58,5573.91,4986.64,1614.75,274.0,56628,0.64,779.53,12.17,Natural Gas,Site C,GE
